Entity,Code,Year,Women,Men
Nicaragua,NIC,2007,126.818985,174.45781
Nicaragua,NIC,2008,126.45358,175.77081
Nicaragua,NIC,2009,122.08473,166.54099
Nicaragua,NIC,2010,124.34707,177.53386
Nicaragua,NIC,2011,125.57424,170.49655
Nicaragua,NIC,2012,122.32314,174.36057
Nicaragua,NIC,2013,126.95711,181.0962
Nicaragua,NIC,2014,138.43094,188.55861
Nicaragua,NIC,2015,131.33064,180.46172
Nicaragua,NIC,2016,133.31322,186.02028
Nicaragua,NIC,2017,124.210655,170.42175
Nicaragua,NIC,2018,118.91618,170.5209
Nicaragua,NIC,2019,127.591446,180.4039
Nicaragua,NIC,2020,173.57777,284.9671
Nicaragua,NIC,2021,215.39647,333.42023
Nicaragua,NIC,2022,151.94312,223.6477
North Macedonia,MKD,1991,361.51147,446.02316
North Macedonia,MKD,1992,395.621,499.1721
North Macedonia,MKD,1993,373.91623,482.2466
North Macedonia,MKD,1994,381.63266,498.78503
North Macedonia,MKD,1995,413.01532,504.85452
North Macedonia,MKD,1996,388.83142,501.7451
North Macedonia,MKD,1997,403.54892,507.9569
North Macedonia,MKD,1998,426.26556,515.4828
North Macedonia,MKD,1999,403.7197,512.8455
North Macedonia,MKD,2000,411.53116,513.7806
North Macedonia,MKD,2001,390.90503,493.11264
North Macedonia,MKD,2002,427.61746,524.7589
North Macedonia,MKD,2003,414.3813,519.3279
North Macedonia,MKD,2004,414.5519,501.46982
North Macedonia,MKD,2005,419.08075,509.93915
North Macedonia,MKD,2006,401.10413,506.59433
North Macedonia,MKD,2007,414.70795,503.5792
North Macedonia,MKD,2008,388.6085,470.44302
North Macedonia,MKD,2009,380.50986,466.57895
North Macedonia,MKD,2010,364.1752,467.10938
North Macedonia,MKD,2011,379.32092,460.50684
North Macedonia,MKD,2012,386.03625,471.33392
North Macedonia,MKD,2013,343.14948,439.76132
North Macedonia,MKD,2015,361.8599,437.65314
North Macedonia,MKD,2016,313.17703,401.75922
North Macedonia,MKD,2017,319.43015,393.12357
North Macedonia,MKD,2018,292.32834,368.73468
North Macedonia,MKD,2019,319.00415,220.09453
North Macedonia,MKD,2020,236.00398,302.34668
North Macedonia,MKD,2021,254.2803,322.3094
North Macedonia,MKD,2022,217.07466,269.42035
North Macedonia,MKD,2023,193.11377,243.19438
Norway,NOR,1951,273.56912,306.9608
Norway,NOR,1952,294.59973,324.38022
Norway,NOR,1953,281.32382,329.21313
Norway,NOR,1954,297.62402,339.92355
Norway,NOR,1955,293.48807,346.75916
Norway,NOR,1956,300.07047,364.1315
Norway,NOR,1957,298.95898,359.965
Norway,NOR,1958,311.49887,388.65982
Norway,NOR,1959,301.38443,373.794
Norway,NOR,1960,301.8427,393.6873
Norway,NOR,1961,296.47916,403.81024
Norway,NOR,1962,304.13864,412.1238
Norway,NOR,1963,332.37695,424.87823
Norway,NOR,1964,305.22458,413.39294
Norway,NOR,1965,283.58136,407.89346
Norway,NOR,1966,283.871,420.85965
Norway,NOR,1967,277.33594,418.99442
Norway,NOR,1968,276.5052,419.30667
Norway,NOR,1969,272.2201,440.67432
Norway,NOR,1970,266.7723,437.3991
Norway,NOR,1971,269.0477,433.53076
Norway,NOR,1972,263.86227,430.9006
Norway,NOR,1973,257.78647,431.4794
Norway,NOR,1974,256.84668,414.81512
Norway,NOR,1975,241.42863,407.79346
Norway,NOR,1976,235.8447,399.59656
Norway,NOR,1977,225.43237,392.7566
Norway,NOR,1978,224.29181,390.95346
Norway,NOR,1979,219.99234,392.20227
Norway,NOR,1980,213.02321,382.71457
Norway,NOR,1981,212.9463,384.76855
Norway,NOR,1982,202.50163,377.0947
Norway,NOR,1983,201.69446,375.0694
Norway,NOR,1984,194.80043,373.09354
Norway,NOR,1985,197.97333,378.6106
Norway,NOR,1986,190.83089,373.18304
Norway,NOR,1987,190.39444,376.10294
Norway,NOR,1988,188.6022,352.98175
Norway,NOR,1989,185.43591,344.32703
Norway,NOR,1990,185.60898,346.9885
Norway,NOR,1991,177.17444,326.1515
Norway,NOR,1992,173.19293,320.87155
Norway,NOR,1993,172.78403,314.53235
Norway,NOR,1994,160.71556,291.15274
Norway,NOR,1995,158.64186,295.70868
Norway,NOR,1996,152.46063,279.3852
Norway,NOR,1997,150.66359,271.5396
Norway,NOR,1998,147.94406,266.47714
Norway,NOR,1999,147.21346,256.6558
Norway,NOR,2000,138.70316,237.01321
Norway,NOR,2001,132.26295,230.6803
Norway,NOR,2002,129.72089,223.02269
Norway,NOR,2003,122.31245,202.04552
Norway,NOR,2004,115.38175,188.89075
Norway,NOR,2005,101.6648,175.29521
Norway,NOR,2006,104.255,164.24243
Norway,NOR,2007,99.774536,164.1201
Norway,NOR,2008,93.6117,157.59813
Norway,NOR,2009,89.38594,145.80031
Norway,NOR,2010,85.82936,140.82458
Norway,NOR,2011,83.41729,134.82057
Norway,NOR,2012,83.91972,132.1178
Norway,NOR,2013,76.31629,121.772156
Norway,NOR,2014,73.05242,115.36324
Norway,NOR,2015,71.61862,112.32673
Norway,NOR,2016,67.55891,103.2475
Oman,OMN,2009,94.971794,160.77295
Oman,OMN,2010,94.4451,139.16734
Oman,OMN,2014,102.92437,122.93099
Oman,OMN,2016,116.03486,165.851
Oman,OMN,2017,105.35782,131.1911
Oman,OMN,2018,82.54755,110.02139
Oman,OMN,2019,83.439766,121.17138
Oman,OMN,2020,54.15017,76.90147
Oman,OMN,2021,53.210636,68.37232
Panama,PAN,1955,198.67342,240.71118
Panama,PAN,1956,189.53111,258.6355
Panama,PAN,1957,222.03741,276.81268
Panama,PAN,1958,195.92383,242.80103
Panama,PAN,1959,217.03627,263.52286
Panama,PAN,1960,199.58418,261.14246
Panama,PAN,1961,226.29085,272.66876
Panama,PAN,1962,228.4416,263.40115
Panama,PAN,1963,228.61993,300.59244
Panama,PAN,1964,232.06111,276.25827
Panama,PAN,1965,251.85762,297.11383
Panama,PAN,1966,250.52834,298.77805
Panama,PAN,1967,215.4346,290.0728
Panama,PAN,1968,236.68524,331.43942
Panama,PAN,1969,247.03542,288.14105
Panama,PAN,1970,262.7737,269.8746
Panama,PAN,1971,238.10545,277.68585
Panama,PAN,1972,215.27269,249.60818
Panama,PAN,1973,214.81613,221.06094
Panama,PAN,1974,212.1659,269.46436
Panama,PAN,1975,205.91068,242.43083
Panama,PAN,1976,206.7935,247.798
Panama,PAN,1977,196.23178,229.1293
Panama,PAN,1978,184.55307,228.63576
Panama,PAN,1979,203.70903,243.07474
Panama,PAN,1980,174.00421,237.99973
Panama,PAN,1981,198.35483,237.22429
Panama,PAN,1982,174.01321,220.72554
Panama,PAN,1983,199.02306,223.73192
Panama,PAN,1984,210.82928,236.96236
Panama,PAN,1985,190.7636,227.69237
Panama,PAN,1986,193.05914,238.51068
Panama,PAN,1987,200.87143,223.93182
Panama,PAN,1988,163.05533,214.37193
Panama,PAN,1989,156.47202,208.80489
Panama,PAN,1996,132.98529,174.93555
Panama,PAN,1997,143.31013,186.93028
Panama,PAN,1998,127.4256,169.56593
Panama,PAN,1999,127.37878,166.68602
Panama,PAN,2000,119.365486,157.62659
Panama,PAN,2001,120.27483,166.98209
Panama,PAN,2002,114.612564,159.05139
Panama,PAN,2003,114.425316,166.23645
Panama,PAN,2004,114.57737,166.73769
Panama,PAN,2005,131.43912,171.47047
Panama,PAN,2006,112.791565,159.07451
Panama,PAN,2007,113.41088,170.53375
Panama,PAN,2008,111.723335,158.80434
Panama,PAN,2009,115.8446,170.4033
Panama,PAN,2010,112.50659,166.11748
Panama,PAN,2011,109.32319,165.03171
Panama,PAN,2012,101.69822,157.09795
Panama,PAN,2013,105.20538,159.80328
Panama,PAN,2014,99.38987,160.38445
Panama,PAN,2015,100.52125,153.51309
Panama,PAN,2016,102.53043,155.49974
Panama,PAN,2017,99.2871,154.63153
Panama,PAN,2018,99.29124,159.33537
Panama,PAN,2019,90.13001,149.3126
Panama,PAN,2021,91.461555,147.99171
Panama,PAN,2022,84.78893,137.90067
Paraguay,PRY,2000,136.44911,177.92378
Paraguay,PRY,2001,130.42477,163.00806
Paraguay,PRY,2002,116.65053,149.5643
Paraguay,PRY,2003,116.01136,145.80186
Paraguay,PRY,2004,134.48338,178.8446
Paraguay,PRY,2005,136.48778,173.33086
Paraguay,PRY,2006,150.08505,187.13377
Paraguay,PRY,2007,136.701,177.94025
Paraguay,PRY,2008,140.39856,175.74419
Paraguay,PRY,2009,150.62302,199.71127
Paraguay,PRY,2010,149.87425,207.0043
Paraguay,PRY,2011,145.01392,188.5786
Paraguay,PRY,2012,134.45628,177.30923
Paraguay,PRY,2013,139.34177,177.42577
Paraguay,PRY,2014,122.218025,160.60803
Paraguay,PRY,2015,125.68041,167.08124
Paraguay,PRY,2016,134.86354,186.92084
Paraguay,PRY,2017,126.81036,169.55635
Paraguay,PRY,2018,131.51988,182.50424
Paraguay,PRY,2019,127.02807,183.79016
Paraguay,PRY,2020,129.08597,182.66461
Paraguay,PRY,2021,141.8573,201.94627
Peru,PER,1995,96.15503,122.02968
Peru,PER,1996,90.99683,113.914185
Peru,PER,1997,78.505,96.79099
Peru,PER,1998,84.457146,104.77616
Peru,PER,1999,77.574844,95.290436
Peru,PER,2000,85.80642,109.58274
Peru,PER,2001,83.85936,104.99897
Peru,PER,2002,80.75542,102.11281
Peru,PER,2003,86.9335,108.73512
Peru,PER,2004,85.45797,107.852776
Peru,PER,2005,83.77734,108.51066
Peru,PER,2006,74.71847,96.062225
Peru,PER,2007,74.31156,99.43179
Peru,PER,2008,65.68096,88.65916
Peru,PER,2009,67.23769,90.045456
Peru,PER,2010,68.9126,91.854836
Peru,PER,2011,64.47613,86.1483
Peru,PER,2012,62.02435,81.897255
Peru,PER,2013,60.61209,79.88309
Peru,PER,2014,58.13577,77.33316
Peru,PER,2015,54.503258,70.78261
Peru,PER,2016,47.08492,63.38172
Peru,PER,2017,56.43184,73.82911
Peru,PER,2018,56.654694,74.09976
Peru,PER,2019,55.073837,74.90837
Peru,PER,2020,78.79619,110.29486
Peru,PER,2021,89.94615,117.58621
Peru,PER,2022,70.33066,89.103714
Philippines,PHL,1963,105.22143,186.10637
Philippines,PHL,1964,107.72239,190.93875
Philippines,PHL,1965,124.794106,240.362
Philippines,PHL,1966,109.45621,202.56863
Philippines,PHL,1967,122.36606,205.8664
Philippines,PHL,1968,141.01048,242.7264
Philippines,PHL,1969,144.59062,251.53723
Philippines,PHL,1992,249.00853,385.4424
Philippines,PHL,1993,248.57304,385.33032
Philippines,PHL,1994,212.56808,303.5584
Philippines,PHL,1995,225.05956,323.7957
Philippines,PHL,1996,249.5532,347.61298
Philippines,PHL,1997,252.51173,397.58337
Philippines,PHL,1998,238.10123,382.18948
Philippines,PHL,1999,244.69637,386.68948
Philippines,PHL,2000,261.32028,408.54556
Philippines,PHL,2001,263.5761,419.90887
Philippines,PHL,2002,269.09406,413.02066
Philippines,PHL,2003,255.09485,400.77072
Philippines,PHL,2006,266.61368,415.95325
Philippines,PHL,2007,266.373,416.00375
Philippines,PHL,2008,266.91965,418.14392
Philippines,PHL,2009,279.13275,433.5001
Philippines,PHL,2010,274.70663,427.89914
Philippines,PHL,2011,267.46164,417.70413
Philippines,PHL,2014,238.93196,367.97223
Philippines,PHL,2016,231.77051,364.9306
Philippines,PHL,2017,217.70929,349.78757
Philippines,PHL,2018,213.09003,343.97
Philippines,PHL,2019,212.75056,343.37613
Poland,POL,1959,242.59746,332.10892
Poland,POL,1960,246.7089,340.44702
Poland,POL,1961,250.66293,351.94727
Poland,POL,1962,267.49435,375.68033
Poland,POL,1963,266.07825,360.11145
Poland,POL,1964,294.2566,383.88632
Poland,POL,1965,288.81934,381.8353
Poland,POL,1966,283.6561,381.13028
Poland,POL,1967,299.76654,405.88306
Poland,POL,1968,274.50653,393.43896
Poland,POL,1969,292.775,422.148
Poland,POL,1970,321.0073,445.86395
Poland,POL,1971,308.57007,468.71887
Poland,POL,1972,297.6151,443.6428
Poland,POL,1973,308.28543,467.80847
Poland,POL,1974,301.80582,456.2391
Poland,POL,1975,306.45755,467.43396
Poland,POL,1976,312.77197,488.16998
Poland,POL,1977,312.163,495.72195
Poland,POL,1978,319.4598,511.68115
Poland,POL,1979,312.9045,500.5327
Poland,POL,1980,347.47128,560.7954
Poland,POL,1981,317.63095,520.1366
Poland,POL,1982,324.6656,524.4162
Poland,POL,1983,336.25876,531.17474
Poland,POL,1984,350.31915,553.2922
Poland,POL,1985,367.2355,589.0768
Poland,POL,1986,354.88126,584.02814
Poland,POL,1987,359.84863,588.9083
Poland,POL,1988,340.96857,572.5428
Poland,POL,1989,346.63535,574.25696
Poland,POL,1990,344.492,581.3856
Poland,POL,1991,354.98767,603.2245
Poland,POL,1992,341.5412,575.1632
Poland,POL,1993,335.6346,559.4682
Poland,POL,1994,324.15945,531.7849
Poland,POL,1995,312.3897,518.47925
Poland,POL,1996,311.17258,505.19217
Poland,POL,1999,276.30765,448.52332
Poland,POL,2000,260.74533,432.07166
Poland,POL,2001,253.16296,419.4668
Poland,POL,2002,241.47588,397.76184
Poland,POL,2003,242.40515,399.94693
Poland,POL,2004,230.6677,381.9249
Poland,POL,2005,223.09627,368.75296
Poland,POL,2006,214.12793,359.71442
Poland,POL,2007,209.5015,354.30002
Poland,POL,2008,203.55243,347.79797
Poland,POL,2009,202.5479,348.18207
Poland,POL,2010,190.05736,328.25708
Poland,POL,2011,179.50996,310.80307
Poland,POL,2012,181.4876,317.33844
Poland,POL,2013,176.86697,306.95688
Poland,POL,2014,163.88318,284.88748
Poland,POL,2015,169.4785,293.6482
Poland,POL,2016,152.70193,264.36697
Poland,POL,2017,148.7156,252.15326
Poland,POL,2018,144.5906,245.34523
Poland,POL,2019,137.18373,240.21696
Poland,POL,2020,143.97383,252.34055
Poland,POL,2021,149.92914,257.81564
Poland,POL,2022,134.87816,233.25731
Portugal,PRT,1955,322.9668,408.5311
Portugal,PRT,1956,361.63422,453.14093
Portugal,PRT,1957,328.8656,433.0187
Portugal,PRT,1958,309.82053,385.69617
Portugal,PRT,1959,314.1797,397.8352
Portugal,PRT,1960,305.58307,377.42798
Portugal,PRT,1961,297.7438,373.87683
Portugal,PRT,1962,300.44815,388.52814
Portugal,PRT,1963,305.37506,398.75156
Portugal,PRT,1964,313.79712,395.0149
Portugal,PRT,1965,299.8613,392.2321
Portugal,PRT,1966,320.61804,417.78302
Portugal,PRT,1967,316.47144,420.8811
Portugal,PRT,1968,315.92838,415.98303
Portugal,PRT,1969,351.70105,469.11508
Portugal,PRT,1970,311.38593,409.25696
Portugal,PRT,1971,339.7662,452.57898
Portugal,PRT,1972,325.30597,443.2715
Portugal,PRT,1973,347.46713,472.76364
Portugal,PRT,1974,356.07217,486.9935
Portugal,PRT,1975,323.41312,461.17224
Portugal,PRT,1976,337.4608,502.3001
Portugal,PRT,1977,325.22537,489.99234
Portugal,PRT,1978,332.94504,479.94046
Portugal,PRT,1979,328.04684,480.50934
Portugal,PRT,1980,312.7091,427.61176
Portugal,PRT,1981,290.78436,403.8599
Portugal,PRT,1982,273.08536,384.0078
Portugal,PRT,1983,282.11984,399.14178
Portugal,PRT,1984,278.7156,398.62372
Portugal,PRT,1985,273.01126,392.77884
Portugal,PRT,1986,258.04474,371.7511
Portugal,PRT,1987,255.03871,360.38336
Portugal,PRT,1988,251.03769,367.5011
Portugal,PRT,1989,235.2029,335.5585
Portugal,PRT,1990,249.86475,348.98978
Portugal,PRT,1991,247.71579,347.6327
Portugal,PRT,1992,228.4342,327.35327
Portugal,PRT,1993,231.87929,339.6317
Portugal,PRT,1994,211.279,299.57016
Portugal,PRT,1995,209.30812,292.9698
Portugal,PRT,1996,207.21446,294.0299
Portugal,PRT,1997,192.58177,267.04196
Portugal,PRT,1998,185.93169,266.63538
Portugal,PRT,1999,179.69298,253.26273
Portugal,PRT,2000,167.75227,239.64267
Portugal,PRT,2001,161.92967,230.27013
Portugal,PRT,2002,158.65695,229.13347
Portugal,PRT,2003,157.2222,221.90628
Portugal,PRT,2007,115.8995,164.49123
Portugal,PRT,2008,111.5883,158.40582
Portugal,PRT,2009,106.58196,152.35992
Portugal,PRT,2010,102.3527,148.23688
Portugal,PRT,2011,93.19356,133.89304
Portugal,PRT,2012,92.815605,134.42924
Portugal,PRT,2013,86.488174,129.03227
Portugal,PRT,2014,86.45301,134.80869
Portugal,PRT,2015,84.64588,130.57436
Portugal,PRT,2016,82.96902,129.87866
Portugal,PRT,2017,80.04064,126.8643
Portugal,PRT,2018,78.715775,125.44073
Portugal,PRT,2019,74.51671,120.224525
Portugal,PRT,2022,69.33576,110.1759
Puerto Rico,PRI,1961,280.97794,345.0551
Puerto Rico,PRI,1962,273.80762,343.1889
Puerto Rico,PRI,1963,268.26892,356.2117
Puerto Rico,PRI,1964,280.48523,355.4681
Puerto Rico,PRI,1965,280.53738,366.40894
Puerto Rico,PRI,1966,285.55124,352.08957
Puerto Rico,PRI,1969,261.27728,345.55377
Puerto Rico,PRI,1970,267.37338,361.36224
Puerto Rico,PRI,1971,266.25766,353.6352
Puerto Rico,PRI,1972,278.77463,371.44672
Puerto Rico,PRI,1973,283.27005,396.02188
Puerto Rico,PRI,1974,299.10867,408.35043
Puerto Rico,PRI,1975,299.42587,436.81348
Puerto Rico,PRI,1976,301.48642,449.25644
Puerto Rico,PRI,1977,291.96164,405.9995
Puerto Rico,PRI,1979,323.1639,337.13834
Puerto Rico,PRI,1980,230.0078,306.00122
Puerto Rico,PRI,1981,236.07634,303.07718
Puerto Rico,PRI,1982,237.5247,307.29764
Puerto Rico,PRI,1983,214.46555,285.2741
Puerto Rico,PRI,1984,222.99995,296.05893
Puerto Rico,PRI,1985,238.5003,316.2624
Puerto Rico,PRI,1986,213.90297,299.21848
Puerto Rico,PRI,1987,228.34189,316.92987
Puerto Rico,PRI,1988,233.1927,316.31583
Puerto Rico,PRI,1989,216.50877,298.89984
Puerto Rico,PRI,1990,197.98257,297.64267
Puerto Rico,PRI,1991,184.99066,272.90308
Puerto Rico,PRI,1992,163.68369,242.22307
Puerto Rico,PRI,1993,160.2103,240.41556
Puerto Rico,PRI,1994,154.86862,231.31192
Puerto Rico,PRI,1995,154.85828,234.03174
Puerto Rico,PRI,1996,151.4905,226.89833
Puerto Rico,PRI,1997,146.81651,225.43808
Puerto Rico,PRI,1998,148.08649,227.98662
Puerto Rico,PRI,1999,134.27911,209.28278
Puerto Rico,PRI,2000,125.050285,191.0088
Puerto Rico,PRI,2001,125.93504,201.82848
Puerto Rico,PRI,2002,115.360725,182.0432
Puerto Rico,PRI,2003,118.02608,179.97821
Puerto Rico,PRI,2004,114.22224,181.6104
Puerto Rico,PRI,2005,108.718895,188.80891
Puerto Rico,PRI,2006,104.14993,176.66315
Puerto Rico,PRI,2007,102.110825,170.75998
Puerto Rico,PRI,2008,97.23136,158.47237
Puerto Rico,PRI,2009,94.59425,157.99167
Puerto Rico,PRI,2010,93.607735,149.93907
Puerto Rico,PRI,2011,90.758064,152.3335
Puerto Rico,PRI,2012,84.60714,144.58672
Puerto Rico,PRI,2013,80.87646,142.30208
Puerto Rico,PRI,2014,81.08206,141.11182
Puerto Rico,PRI,2015,73.822174,134.9966
Puerto Rico,PRI,2016,74.925446,136.30118
Puerto Rico,PRI,2017,76.94625,142.77448
Puerto Rico,PRI,2021,69.5142,136.93877
Puerto Rico,PRI,2022,74.25196,143.58743
Qatar,QAT,1995,250.65384,225.99074
Qatar,QAT,2001,272.41382,308.55392
Qatar,QAT,2004,165.13368,129.26303
Qatar,QAT,2005,180.109,186.82692
Qatar,QAT,2006,209.75761,141.6242
Qatar,QAT,2007,135.05847,105.26118
Qatar,QAT,2008,135.00136,123.28083
Qatar,QAT,2009,94.19854,101.06926
Qatar,QAT,2010,88.39929,105.827644
Qatar,QAT,2011,67.7295,74.84666
Qatar,QAT,2012,60.443413,72.651985
Qatar,QAT,2013,53.31959,65.32587
Qatar,QAT,2014,89.31394,85.35243
Qatar,QAT,2015,72.5718,63.35601
Qatar,QAT,2016,91.087524,134.50168
Qatar,QAT,2017,97.87605,109.47686
Qatar,QAT,2019,66.56308,92.64536
Qatar,QAT,2020,81.38401,103.32065
Qatar,QAT,2021,74.0721,95.683426
Qatar,QAT,2022,67.66675,92.631195
Qatar,QAT,2023,56.77023,76.88187
Reunion,REU,2001,142.33229,222.78241
Reunion,REU,2002,141.67725,233.22363
Reunion,REU,2003,136.7084,219.64784
Reunion,REU,2004,140.96782,203.26315
Reunion,REU,2005,134.49074,231.33087
Reunion,REU,2006,133.39053,202.03989
Reunion,REU,2007,105.77507,174.95222
Reunion,REU,2008,100.445694,163.92468
Reunion,REU,2009,105.272514,164.15302
Reunion,REU,2010,106.63896,160.80997
Reunion,REU,2011,92.010635,142.27153
Reunion,REU,2012,86.04156,126.801765
Reunion,REU,2013,81.665276,117.920784
Reunion,REU,2014,69.099915,115.247345
Reunion,REU,2015,71.9449,114.52665
Reunion,REU,2016,75.38045,118.52335
Romania,ROU,1959,443.2147,497.512
Romania,ROU,1960,415.93643,450.74048
Romania,ROU,1961,403.28836,402.40314
Romania,ROU,1962,439.88187,457.03226
Romania,ROU,1963,436.41736,449.5627
Romania,ROU,1964,390.40125,422.65588
Romania,ROU,1965,412.9102,444.99173
Romania,ROU,1966,381.81058,408.50946
Romania,ROU,1967,383.58823,416.2875
Romania,ROU,1968,380.427,411.0893
Romania,ROU,1969,501.61087,556.32874
Romania,ROU,1970,479.41165,534.7267
Romania,ROU,1971,476.22202,543.769
Romania,ROU,1972,472.17157,530.4813
Romania,ROU,1973,503.00555,565.90015
Romania,ROU,1974,448.36545,509.34552
Romania,ROU,1975,453.76746,520.1624
Romania,ROU,1976,477.10068,553.95233
Romania,ROU,1977,550.39935,550.59753
Romania,ROU,1978,478.2484,547.2192
Romania,ROU,1980,534.3428,618.9139
Romania,ROU,1981,497.11978,588.71484
Romania,ROU,1982,499.27487,580.1151
Romania,ROU,1983,528.8991,618.2372
Romania,ROU,1984,520.0726,614.46246
Romania,ROU,1985,529.36694,625.49866
Romania,ROU,1986,498.07605,591.64594
Romania,ROU,1987,526.0354,618.7104
Romania,ROU,1988,515.631,611.69104
Romania,ROU,1989,490.27252,577.50836
Romania,ROU,1990,477.45804,583.5391
Romania,ROU,1991,487.4558,610.4636
Romania,ROU,1992,489.96558,647.947
Romania,ROU,1993,486.28842,656.77704
Romania,ROU,1994,473.50754,649.2069
Romania,ROU,1995,476.09927,661.0416
Romania,ROU,1996,508.58936,698.80963
Romania,ROU,1997,479.52264,673.02515
Romania,ROU,1998,467.61746,643.99634
Romania,ROU,1999,463.51154,627.97797
Romania,ROU,2000,429.74243,579.6109
Romania,ROU,2001,422.6406,577.9874
Romania,ROU,2002,442.63113,614.06647
Romania,ROU,2003,435.96252,603.6761
Romania,ROU,2004,411.0667,569.9662
Romania,ROU,2005,410.42245,563.84174
Romania,ROU,2006,391.19345,543.6712
Romania,ROU,2007,363.43613,511.36954
Romania,ROU,2008,347.95947,497.7176
Romania,ROU,2009,340.07132,491.18506
Romania,ROU,2010,333.8784,483.95502
Romania,ROU,2011,317.3505,455.333
Romania,ROU,2012,309.00702,448.46768
Romania,ROU,2013,287.3791,423.45135
Romania,ROU,2014,283.55182,417.81516
Romania,ROU,2015,284.32275,424.08832
Romania,ROU,2016,269.3807,408.7697
Romania,ROU,2017,267.43018,406.14545
Romania,ROU,2018,260.80508,401.07495
Romania,ROU,2019,247.50879,385.50818
Romania,ROU,2020,269.90552,438.7206
Romania,ROU,2022,258.24442,421.02982
Russia,RUS,1980,455.37848,715.6773
Russia,RUS,1981,444.14,698.04297
Russia,RUS,1982,430.2397,681.1759
Russia,RUS,1983,444.5591,701.77844
Russia,RUS,1984,471.42963,733.2856
Russia,RUS,1985,469.80792,716.03284
Russia,RUS,1986,435.9926,659.9486
Russia,RUS,1987,439.88065,664.82465
Russia,RUS,1988,439.07074,659.6256
Russia,RUS,1989,417.089,644.6539
Russia,RUS,1990,416.46558,652.5278
Russia,RUS,1991,408.02487,647.14484
Russia,RUS,1992,413.6571,668.5488
Russia,RUS,1993,473.25876,798.9932
Russia,RUS,1994,501.30505,869.0927
Russia,RUS,1995,472.96188,803.0424
Russia,RUS,1996,452.47766,750.5378
Russia,RUS,1997,445.48544,722.2778
Russia,RUS,1998,436.59827,707.30505
Russia,RUS,1999,464.2062,767.6676
Russia,RUS,2000,469.63205,801.0058
Russia,RUS,2001,472.73615,809.01044
Russia,RUS,2002,486.63574,840.52014
Russia,RUS,2003,501.77048,888.8504
Russia,RUS,2004,477.1821,859.39307
Russia,RUS,2005,477.26416,861.12634
Russia,RUS,2006,451.57404,793.70685
Russia,RUS,2007,425.1908,750.7584
Russia,RUS,2008,416.41824,742.10095
Russia,RUS,2009,391.44672,704.15717
Russia,RUS,2010,385.95135,698.1666
Russia,RUS,2011,350.9367,638.7094
Russia,RUS,2012,335.06567,609.79095
Russia,RUS,2013,312.22787,570.07056
Russia,RUS,2014,291.17108,547.55975
Russia,RUS,2015,273.68338,512.53815
Russia,RUS,2016,257.6405,497.53595
Russia,RUS,2017,241.00723,470.0736
Russia,RUS,2018,236.36188,466.8546
Russia,RUS,2019,229.139,440.4773
Saint Lucia,LCA,1968,301.41858,300.01193
Saint Lucia,LCA,1972,278.3004,351.0548
Saint Lucia,LCA,1973,272.37787,313.20718
